original_index	real_search	ingredient	search_title	page_title	description	page_url
2415		Ground Turkey	Ground Turkey	Ground turkey	The Journal of Agriculture and Food Chemistry published that ground turkey or minced turkey is a mixture of dark and light turkey meat with remaining skin and visible fat processed together until a "ground" form emerges from the machines. 	http://en.wikipedia.org/wiki/Ground_turkey
2416		Ground Turkey	Ground Turkey	Ground turkey	The Journal of Agriculture and Food Chemistry published that ground turkey or minced turkey is a mixture of dark and light turkey meat with remaining skin and visible fat processed together until a "ground" form emerges from the machines. 	http://en.wikipedia.org/wiki/Ground_turkey
973		Gruyère Cheese	Gruyère Cheese	Gruyère cheese	Gruyère (/ɡruːˈjɛər/ or /ɡrɨˈjɛər/; French pronunciation: ​[ɡʁyjɛʁ]) is a hard yellow cheese, named after the town of Gruyères in Switzerland, and originated in the cantons of Fribourg, Vaud, Neuchâtel, Jura, and Berne. 	http://en.wikipedia.org/wiki/Gruy%C3%A8re_cheese
974		Gruyère Cheese	Gruyère Cheese	Gruyère cheese	Gruyère (/ɡruːˈjɛər/ or /ɡrɨˈjɛər/; French pronunciation: ​[ɡʁyjɛʁ]) is a hard yellow cheese, named after the town of Gruyères in Switzerland, and originated in the cantons of Fribourg, Vaud, Neuchâtel, Jura, and Berne. 	http://en.wikipedia.org/wiki/Gruy%C3%A8re_cheese
976		Guanciale	Guanciale	Guanciale	Guanciale (Italian pronunciation: [ɡwanˈtʃaːle]) is an Italian cured meat product prepared from pork jowl or cheeks.	http://en.wikipedia.org/wiki/Guanciale
977		Guanciale	Guanciale	Guanciale	Guanciale (Italian pronunciation: [ɡwanˈtʃaːle]) is an Italian cured meat product prepared from pork jowl or cheeks.	http://en.wikipedia.org/wiki/Guanciale
978		Guanciale	Guanciale	Guanciale	Guanciale (Italian pronunciation: [ɡwanˈtʃaːle]) is an Italian cured meat product prepared from pork jowl or cheeks.	http://en.wikipedia.org/wiki/Guanciale
979		Guava	Guava	Guava	Guavas (singular guava, /ˈɡwɑː.və/) are plants in the Myrtle family (Myrtaceae) genus Psidium, which contains about 100 species of tropical shrubs and small trees. 	http://en.wikipedia.org/wiki/Guava
980	Guava	Guava Nectar	Guava Nectar	Guava	Guavas (singular guava, /ˈɡwɑː.və/) are plants in the Myrtle family (Myrtaceae) genus Psidium, which contains about 100 species of tropical shrubs and small trees. 	http://en.wikipedia.org/wiki/Guava
981	Guava	Guava Nectar	Guava Nectar	Guava	Guavas (singular guava, /ˈɡwɑː.və/) are plants in the Myrtle family (Myrtaceae) genus Psidium, which contains about 100 species of tropical shrubs and small trees. 	http://en.wikipedia.org/wiki/Guava
982	Guava	Guava Nectar	Guava Nectar	Guava	Guavas (singular guava, /ˈɡwɑː.və/) are plants in the Myrtle family (Myrtaceae) genus Psidium, which contains about 100 species of tropical shrubs and small trees. 	http://en.wikipedia.org/wiki/Guava
2418	Guava	Guava Shells in Syrup	Guava Shells in Syrup	Guava	Guavas (singular guava, /ˈɡwɑː.və/) are plants in the Myrtle family (Myrtaceae) genus Psidium, which contains about 100 species of tropical shrubs and small trees. 	http://en.wikipedia.org/wiki/Guava
987	Gummi candy	Gummy Fried Eggs	Gummy Fried Eggs	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
988	Gummi candy	Gummy Fried Eggs	Gummy Fried Eggs	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
989		Gummy Snake	Gummy Snake	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
990	Gummi candy	Gummy Tarantulas	Gummy Tarantulas	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
991		Gummy Worms	Gummy Worms	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
2419	Gummi candy	Gummy Bacon	Gummy Bacon	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
2420	Gummi candy	Gummy Skull	Gummy Skull	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
2421	Gummi candy	Gummy Teeth	Gummy Teeth	Gummi candy	Gummi candy, gummy candy, gummies, or jelly sweets are a broad category of gelatin-based, chewy candies. 	http://en.wikipedia.org/wiki/Gummi_candy
986		Gummy Bears	Gummy Bears	Gummy bear	A gummy bear (German: Gummibärchen) is a small, fruit gum candy, similar to a jelly baby in some English-speaking countries. 	http://en.wikipedia.org/wiki/Gummy_bear
2422		Gyro Meat	Gyro Meat	Gyro (food)	A gyro (/ˈjɪəroʊ/ yeer-oh,/ˈʒɪəroʊ/ zheer-oh;) or gyros (Greek: γύρος, [ˈʝiros], lit. 'turn') is a Greek dish of meat roasted on a vertical spit.	http://en.wikipedia.org/wiki/Gyro_(food)
2423		Habanero Chiles	Habanero Chiles	Habanero	The habanero (/ˌhɑːbəˈnɛroʊ/; Spanish  aβaˈneɾo ) is a variety of chili pepper.	http://en.wikipedia.org/wiki/Habanero
344		Canned Haggis	Canned Haggis	Haggis	Haggis is a savoury pudding containing sheep's pluck (heart, liver and lungs); minced with onion, oatmeal, suet, spices, and salt, mixed with stock, and traditionally encased in the animal's stomach and simmered for approximately three hours. 	http://en.wikipedia.org/wiki/Haggis
2212		Canned Haggis	Canned Haggis	Haggis	Haggis is a savoury pudding containing sheep's pluck (heart, liver and lungs); minced with onion, oatmeal, suet, spices, and salt, mixed with stock, and traditionally encased in the animal's stomach and simmered for approximately three hours. 	http://en.wikipedia.org/wiki/Haggis
2424		Halibut	Halibut	Halibut	Halibut is a flatfish, genus Hippoglossus, from the family of the right-eye flounders (Pleuronectidae). 	http://en.wikipedia.org/wiki/Halibut
2425		Halibut	Halibut	Halibut	Halibut is a flatfish, genus Hippoglossus, from the family of the right-eye flounders (Pleuronectidae). 	http://en.wikipedia.org/wiki/Halibut
2426		Halibut	Halibut	Halibut	Halibut is a flatfish, genus Hippoglossus, from the family of the right-eye flounders (Pleuronectidae). 	http://en.wikipedia.org/wiki/Halibut
993		Halloumi Cheese	Halloumi Cheese	Halloumi	Halloumi or hallumi /həˈluːmi/ (Greek: χαλλούμι; Turkish: hellim; Arabic: حلوم‎ ḥallūm) is a Cypriot semi-hard, unripened brined cheese made from a mixture of goat's and sheep's milk, and sometimes also cow's milk. 	http://en.wikipedia.org/wiki/Halloumi
994		Halloumi Cheese	Halloumi Cheese	Halloumi	Halloumi or hallumi /həˈluːmi/ (Greek: χαλλούμι; Turkish: hellim; Arabic: حلوم‎ ḥallūm) is a Cypriot semi-hard, unripened brined cheese made from a mixture of goat's and sheep's milk, and sometimes also cow's milk. 	http://en.wikipedia.org/wiki/Halloumi
995		Halloumi Cheese	Halloumi Cheese	Halloumi	Halloumi or hallumi /həˈluːmi/ (Greek: χαλλούμι; Turkish: hellim; Arabic: حلوم‎ ḥallūm) is a Cypriot semi-hard, unripened brined cheese made from a mixture of goat's and sheep's milk, and sometimes also cow's milk. 	http://en.wikipedia.org/wiki/Halloumi
997		Halva	Halwa	Halva	"Halva (halawa, alva, haleweh, halava, helava, helva, halwa, halua, aluva, chalva) refers to many types of dense, sweet confections, served across the Middle East, South Asia, Central Asia, West Asia, North Africa, the Horn of Africa, the Balkans, Central Europe, Eastern Europe, Malta and the Jewish world.
"	http://en.wikipedia.org/wiki/Halva
1848	Ham	Spiral Ham	Spiral Ham	Ham	Ham is a processed pork foodstuff, which undergoes preservation through curing, smoking, or salting. 	http://en.wikipedia.org/wiki/Ham
2716	Ham	Spiral Ham	Spiral Ham	Ham	Ham is a processed pork foodstuff, which undergoes preservation through curing, smoking, or salting. 	http://en.wikipedia.org/wiki/Ham
1510		Pork Hock	Pork Hock	Ham hock	A ham hock (or hough) is the joint between the tibia/fibula and the metatarsals of the foot, where the foot was attached to the hog's leg. 	http://en.wikipedia.org/wiki/Ham_hock
998		Hamantashen	Hamantashen	Hamantash	A hamantash (Yiddish: המן טאש, also spelled hamentasch, pl. 	http://en.wikipedia.org/wiki/Hamantash
1975		Turkey Burgers	Turkey Burgers	Hamburger	A hamburger (also called a beef burger, hamburger sandwich, burger or hamburg) is a sandwich consisting of one or more cooked patties of ground meat (usually beef) usually placed inside a sliced hamburger bun. 	http://en.wikipedia.org/wiki/Hamburger
2193	Hamburger	Burger	Burger	Hamburger	A hamburger (also called a beef burger, hamburger sandwich, burger or hamburg) is a sandwich consisting of one or more cooked patties of ground meat (usually beef) usually placed inside a sliced hamburger bun. 	http://en.wikipedia.org/wiki/Hamburger
1000		Hanger Steak	Hanger Steak	Hanger steak	A hanger steak is a cut of beef steak prized for its flavor.	http://en.wikipedia.org/wiki/Hanger_steak
2190	Hanger steak	Buffalo Hanger Steak	Buffalo Hanger Steak	Hanger steak	A hanger steak is a cut of beef steak prized for its flavor.	http://en.wikipedia.org/wiki/Hanger_steak
1001		Hanukkah Gelt	Hanukkah Gelt	Hanukkah gelt	"Hanukkah gelt (Yiddish: חנוכה געלט ḥanukah gelt ; Hebrew: דמי חנוכה‎ dmei ḥanukah, both meaning literally ""Hanukkah money"") refers to money as well as chocolate coins given to Jewish children on the festival of Hanukkah.
"	http://en.wikipedia.org/wiki/Hanukkah_gelt
1900	Hard candy	Survival Candy	Survival Candy	Hard candy	A hard candy, or boiled sweet, is a candy prepared from one or more syrups boiled to a temperature of 160 °C (320 °F). 	http://en.wikipedia.org/wiki/Hard_candy
436		Cherrystone Clams	Cherrystone Clams	Hard clam	The hard clam (Mercenaria mercenaria), also known as a quahog (or quahaug), round clam, or hard-shell (or hard-shelled) clam, is an edible marine bivalve mollusk which is native to the eastern shores of North America, from Prince Edward Island to the Yucatán Peninsula. 	http://en.wikipedia.org/wiki/Hard_clam
1580		Quahog Clams	Quahog Clams	Hard clam	The hard clam (Mercenaria mercenaria), also known as a quahog (or quahaug), round clam, or hard-shell (or hard-shelled) clam, is an edible marine bivalve mollusk which is native to the eastern shores of North America, from Prince Edward Island to the Yucatán Peninsula. 	http://en.wikipedia.org/wiki/Hard_clam
2489		Littleneck Clams	Littleneck Clams	Hard clam	The hard clam (Mercenaria mercenaria), also known as a quahog (or quahaug), round clam, or hard-shell (or hard-shelled) clam, is an edible marine bivalve mollusk which is native to the eastern shores of North America, from Prince Edward Island to the Yucatán Peninsula. 	http://en.wikipedia.org/wiki/Hard_clam
2614		Quahog Clams	Quahog Clams	Hard clam	The hard clam (Mercenaria mercenaria), also known as a quahog (or quahaug), round clam, or hard-shell (or hard-shelled) clam, is an edible marine bivalve mollusk which is native to the eastern shores of North America, from Prince Edward Island to the Yucatán Peninsula. 	http://en.wikipedia.org/wiki/Hard_clam
2615		Quahog Clams	Quahog Clams	Hard clam	The hard clam (Mercenaria mercenaria), also known as a quahog (or quahaug), round clam, or hard-shell (or hard-shelled) clam, is an edible marine bivalve mollusk which is native to the eastern shores of North America, from Prince Edward Island to the Yucatán Peninsula. 	http://en.wikipedia.org/wiki/Hard_clam
1446		Pilot Bread Crackers	Hardtack	Hardtack	Hardtack (or hard tack) is a simple type of cracker or biscuit, made from flour, water, and sometimes salt. 	http://en.wikipedia.org/wiki/Hardtack
1010		Harissa	Harissa	Harissa	Harissa (Arabic: هريسة‎) is a Tunisian hot Chili pepper paste whose main ingredients are roasted red peppers, serrano peppers and other hot chili peppers and spices and herbs such as garlic paste, coriander seed, or caraway as well as some vegetable or olive oil for preservation. 	http://en.wikipedia.org/wiki/Harissa
1011		Harissa	Harissa	Harissa	Harissa (Arabic: هريسة‎) is a Tunisian hot Chili pepper paste whose main ingredients are roasted red peppers, serrano peppers and other hot chili peppers and spices and herbs such as garlic paste, coriander seed, or caraway as well as some vegetable or olive oil for preservation. 	http://en.wikipedia.org/wiki/Harissa
1012	Hatch chile	Hatch Chile Taffy	Taffy	Hatch chile	Hatch chile refers to varieties of species of the genus Capsicum which are grown in the Hatch Valley, an area stretching north and south along the Rio Grande from Arrey, New Mexico, in the north to Tonuco Mountain to the south of Hatch, New Mexico. 	http://en.wikipedia.org/wiki/Hatch_chile
1015		Hazelnuts	Hazelnuts	Hazelnut	A hazelnut is the nut of the hazel and is also known as cobnut or filbert nut according to species.	http://en.wikipedia.org/wiki/Hazelnut
1016		Hazelnuts	Hazelnuts	Hazelnut	A hazelnut is the nut of the hazel and is also known as cobnut or filbert nut according to species.	http://en.wikipedia.org/wiki/Hazelnut
2579		Pig's Head	Pig's Head	Head cheese	Head cheese or brawn is a cold cut that originated in Europe.	http://en.wikipedia.org/wiki/Head_cheese
1018		Hearts of Palm	Hearts of Palm	Heart of palm	Heart of palm, also called palm heart, chonta, palm cabbage or swamp cabbage, is a vegetable harvested from the inner core and growing bud of certain palm trees (notably the coconut (Cocos nucifera), Palmito Juçara (Euterpe edulis), Açaí palm (Euterpe oleracea), sabal (Sabal spp.) and pejibaye (Bactris gasipaes) palms). 	http://en.wikipedia.org/wiki/Heart_of_palm
1019		Hearts of Palm	Hearts of Palm	Heart of palm	Heart of palm, also called palm heart, chonta, palm cabbage or swamp cabbage, is a vegetable harvested from the inner core and growing bud of certain palm trees (notably the coconut (Cocos nucifera), Palmito Juçara (Euterpe edulis), Açaí palm (Euterpe oleracea), sabal (Sabal spp.) and pejibaye (Bactris gasipaes) palms). 	http://en.wikipedia.org/wiki/Heart_of_palm
1020		Hearts of Palm	Hearts of Palm	Heart of palm	Heart of palm, also called palm heart, chonta, palm cabbage or swamp cabbage, is a vegetable harvested from the inner core and growing bud of certain palm trees (notably the coconut (Cocos nucifera), Palmito Juçara (Euterpe edulis), Açaí palm (Euterpe oleracea), sabal (Sabal spp.) and pejibaye (Bactris gasipaes) palms). 	http://en.wikipedia.org/wiki/Heart_of_palm
1795		Slivered Almonds	Slivered Almonds	Hedgehogs in culture	"This article discusses hedgehogs in culture, either in popular or folk culture.
"	http://en.wikipedia.org/wiki/Hedgehogs_in_culture
1022		Heirloom Tomatoes	Heirloom Tomatoes	Heirloom tomato	An heirloom tomato (also called heritage tomato in the UK) is an open-pollinated (non-hybrid) heirloom cultivar of tomato.	http://en.wikipedia.org/wiki/Heirloom_tomato
1023		Heirloom Tomatoes	Heirloom Tomatoes	Heirloom tomato	An heirloom tomato (also called heritage tomato in the UK) is an open-pollinated (non-hybrid) heirloom cultivar of tomato.	http://en.wikipedia.org/wiki/Heirloom_tomato
1024		Hemp Milk	Hemp Milk	Hemp milk	Hemp milk or hemp seed milk, is a drink made from hemp seeds that are soaked and ground into water, yielding a creamy nutty beverage. 	http://en.wikipedia.org/wiki/Hemp_milk
1027		Herb Stems	Herb Stems	Herbaceous plant	A herbaceous plant (in American botanical use simply herb) is a plant that has leaves and stems that die down at the end of the growing season to the soil level.	http://en.wikipedia.org/wiki/Herbaceous_plant
1032		Hoisin Sauce	Hoisin Sauce	Hoisin sauce	Hoisin sauce (also Chinese barbecue sauce) is a thick, pungent sauce commonly used in Chinese cuisine as a glaze for meat, an addition to stir fries, or as dipping sauce. 	http://en.wikipedia.org/wiki/Hoisin_sauce
1033		Hoisin Sauce	Hoisin Sauce	Hoisin sauce	Hoisin sauce (also Chinese barbecue sauce) is a thick, pungent sauce commonly used in Chinese cuisine as a glaze for meat, an addition to stir fries, or as dipping sauce. 	http://en.wikipedia.org/wiki/Hoisin_sauce
2432		Hollandaise Sauce	Hollandaise Sauce	Hollandaise sauce	Hollandaise sauce (/hɒlənˈdeɪz/ or /ˈhɒləndeɪz/; French: [ʔɔ.lɑ̃.dɛz]) is an emulsion of egg yolk and liquid butter, usually seasoned with lemon juice, salt, and a little white pepper or cayenne pepper. 	http://en.wikipedia.org/wiki/Hollandaise_sauce
1034		Hominy	Hominy	Hominy	"Hominy is a food which consists of dried maize kernels which have been treated with an alkali in a process called nixtamalization.
"	http://en.wikipedia.org/wiki/Hominy
1036		Honey	Honey	Honey	Honey /ˈhʌni/ is a sweet food made by bees using nectar from flowers.	http://en.wikipedia.org/wiki/Honey
1201		Local Honey	Local Honey	Honey	Honey /ˈhʌni/ is a sweet food made by bees using nectar from flowers.	http://en.wikipedia.org/wiki/Honey
1037		Honey Baked Ham	Honey Baked Ham	HoneyBaked Ham	HoneyBaked Ham is a food retailer founded in 1957 who sell Honey Baked Ham, Turkey Breast and other fully cooked entrées, side items and desserts. 	http://en.wikipedia.org/wiki/HoneyBaked_Ham
2125		Baked Ham	Baked Ham	HoneyBaked Ham	HoneyBaked Ham is a food retailer founded in 1957 who sell Honey Baked Ham, Turkey Breast and other fully cooked entrées, side items and desserts. 	http://en.wikipedia.org/wiki/HoneyBaked_Ham
1041		Honeycomb	Honeycomb	Honeycomb	"A honeycomb is a mass of hexagonal wax cells built by honey bees in their nests to contain their larvae and stores of honey and pollen.
"	http://en.wikipedia.org/wiki/Honeycomb
1042		Honeycomb	Honeycomb	Honeycomb	"A honeycomb is a mass of hexagonal wax cells built by honey bees in their nests to contain their larvae and stores of honey and pollen.
"	http://en.wikipedia.org/wiki/Honeycomb
2433		Honey Flavored Cereal	Honey Flavored Cereal	Honeycomb (cereal)	Honeycomb breakfast cereal originated in 1965, by Post Foods. 	http://en.wikipedia.org/wiki/Honeycomb_(cereal)
1043		Honeydew Melon	Honeydew Melon	Honeydew (melon)	"Honeydew is a cultivar group of the muskmelon, Cucumis melo Inodorus group, which includes crenshaw, casaba, Persian, winter, and other mixed melons.
"	http://en.wikipedia.org/wiki/Honeydew_(melon)
1044	Hops	Hop Drops	Hops	Hops	Hops are the female flowers (also called seed cones or strobiles) of the hop plant, Humulus lupulus. 	http://en.wikipedia.org/wiki/Hops
1047		Horseradish Leaves	Horseradish Leaves	Horseradish	Horseradish (Armoracia rusticana, syn. 	http://en.wikipedia.org/wiki/Horseradish
1048		Horseradish Root	Horseradish Root	Horseradish	Horseradish (Armoracia rusticana, syn. 	http://en.wikipedia.org/wiki/Horseradish
1543		Prepared Horseradish	Prepared Horseradish	Horseradish	Horseradish (Armoracia rusticana, syn. 	http://en.wikipedia.org/wiki/Horseradish
2374		Fresh Horseradish	Fresh Horseradish	Horseradish	Horseradish (Armoracia rusticana, syn. 	http://en.wikipedia.org/wiki/Horseradish
2435		Horseradish	Horseradish	Horseradish	Horseradish (Armoracia rusticana, syn. 	http://en.wikipedia.org/wiki/Horseradish
1049		Hot Chocolate Mix	Hot Chocolate Mix	Hot chocolate	Hot chocolate, also known as hot cocoa, is a heated beverage typically consisting of shaved chocolate, melted chocolate or cocoa powder, heated milk or water, and sugar. 	http://en.wikipedia.org/wiki/Hot_chocolate
2057	Hot chocolate	White Chocolate Cocoa Mix	White Chocolate Cocoa Mix	Hot chocolate	Hot chocolate, also known as hot cocoa, is a heated beverage typically consisting of shaved chocolate, melted chocolate or cocoa powder, heated milk or water, and sugar. 	http://en.wikipedia.org/wiki/Hot_chocolate
1052		Hot Cross Buns	Hot Cross Buns	Hot Cross Buns	"Hot Cross Buns" is an English language nursery rhyme, Easter song and street cry referring to the spiced English bun associated with Good Friday known as a Hot Cross Bun. 	http://en.wikipedia.org/wiki/Hot_Cross_Buns
1055		Hot Dogs	Hot Dogs	Hot dog	A hot dog is a cooked sausage, traditionally grilled or steamed and served in a sliced bun as a sandwich. 	http://en.wikipedia.org/wiki/Hot_dog
1056		Hot Dogs	Hot Dogs	Hot dog	A hot dog is a cooked sausage, traditionally grilled or steamed and served in a sliced bun as a sandwich. 	http://en.wikipedia.org/wiki/Hot_dog
1057		Hot Dogs	Hot Dogs	Hot dog	A hot dog is a cooked sausage, traditionally grilled or steamed and served in a sliced bun as a sandwich. 	http://en.wikipedia.org/wiki/Hot_dog
2191	Hot dog	Buffalo Hot Dogs	Buffalo Hot Dogs	Hot dog	A hot dog is a cooked sausage, traditionally grilled or steamed and served in a sliced bun as a sandwich. 	http://en.wikipedia.org/wiki/Hot_dog
1053		Hot Dog Buns	Hot Dog Buns	Hot dog bun	A hot dog bun is a type of soft bun shaped specifically to contain a hot dog or frankfurter.	http://en.wikipedia.org/wiki/Hot_dog_bun
1054		Hot Dog Buns	Hot Dog Buns	Hot dog bun	A hot dog bun is a type of soft bun shaped specifically to contain a hot dog or frankfurter.	http://en.wikipedia.org/wiki/Hot_dog_bun
1060		Hot Sauce	Hot Sauce	Hot sauce	"Hot sauce, also known as chili sauce or pepper sauce refers to any spicy sauce condiment made from chili peppers and other ingredients.
"	http://en.wikipedia.org/wiki/Hot_sauce
1061		Huckleberries	Huckleberries	Huckleberry	Huckleberry is a name used in North America for several plants in the family Ericaceae, in two closely related genera: Vaccinium and Gaylussacia. 	http://en.wikipedia.org/wiki/Huckleberry
1062		Huckleberries	Huckleberries	Huckleberry	Huckleberry is a name used in North America for several plants in the family Ericaceae, in two closely related genera: Vaccinium and Gaylussacia. 	http://en.wikipedia.org/wiki/Huckleberry
2436		Huckleberries	Huckleberries	Huckleberry	Huckleberry is a name used in North America for several plants in the family Ericaceae, in two closely related genera: Vaccinium and Gaylussacia. 	http://en.wikipedia.org/wiki/Huckleberry
1066		Hummus	Hummus	Hummus	Hummus (Arabic: حُمُّص‎) is a Middle Eastern and Arabic food dip or spread made from cooked, mashed chickpeas blended with tahini, olive oil, lemon juice, salt and garlic. 	http://en.wikipedia.org/wiki/Hummus
1067		Hungarian Hot Peppers	Hungarian Hot Peppers	Hungarian wax pepper	"The Hungarian wax pepper is a medium variety of Capsicum annuum with a wide Scoville Scale range of 1,000 to 15,000 Scoville units.
"	http://en.wikipedia.org/wiki/Hungarian_wax_pepper
2723		Strawberry Mints	Strawberry Mints	Ice Breakers (candy)	Ice Breakers is a sugar-free brand of gum and disc-shaped mint candy currently made by Hershey.	http://en.wikipedia.org/wiki/Ice_Breakers_(candy)
2011		Waffle Cones	Waffle Cones	Ice cream cone	An ice cream cone, poke or cornet is a dry, cone-shaped pastry, usually made of a wafer similar in texture to a waffle, which enables ice cream to be held in the hand and eaten without a bowl or spoon. 	http://en.wikipedia.org/wiki/Ice_cream_cone
2438		Ice Cream Cones	Ice Cream Cones	Ice cream cone	An ice cream cone, poke or cornet is a dry, cone-shaped pastry, usually made of a wafer similar in texture to a waffle, which enables ice cream to be held in the hand and eaten without a bowl or spoon. 	http://en.wikipedia.org/wiki/Ice_cream_cone
1341	Ice pop	Orange Sherbet Pops	Orange Sherbet Pops	Ice pop	A popsicle (Canada and the United States), freeze pop (Ireland), ice lolly (United Kingdom and Ireland), ice block, icy pole (parts of Australia and New Zealand), ice pop, or freezer pop (U.S.) is a water-based frozen snack.	http://en.wikipedia.org/wiki/Ice_pop
1884	Ice pop	Strawberry Popsicles	Strawberry Popsicles	Ice pop	A popsicle (Canada and the United States), freeze pop (Ireland), ice lolly (United Kingdom and Ireland), ice block, icy pole (parts of Australia and New Zealand), ice pop, or freezer pop (U.S.) is a water-based frozen snack.	http://en.wikipedia.org/wiki/Ice_pop
2724	Ice pop	Strawberry Popsicles	Strawberry Popsicles	Ice pop	A popsicle (Canada and the United States), freeze pop (Ireland), ice lolly (United Kingdom and Ireland), ice block, icy pole (parts of Australia and New Zealand), ice pop, or freezer pop (U.S.) is a water-based frozen snack.	http://en.wikipedia.org/wiki/Ice_pop
2733		Sweet Tea Vodka	Sweet Tea Vodka	Iced tea	Iced tea (or ice tea) is a form of cold tea, usually served in a glass with ice. 	http://en.wikipedia.org/wiki/Iced_tea
487		Chocolate Frosting	Chocolate Frosting	Icing (food)	Icing, also called frosting in the United States, is a sweet, often creamy glaze made of sugar with a liquid, such as water or milk, that is often enriched with ingredients like butter, egg whites, cream cheese, or flavorings. 	http://en.wikipedia.org/wiki/Icing_(food)
1997	Icing (food)	Vanilla Frosting	Vanilla Frosting	Icing (food)	Icing, also called frosting in the United States, is a sweet, often creamy glaze made of sugar with a liquid, such as water or milk, that is often enriched with ingredients like butter, egg whites, cream cheese, or flavorings. 	http://en.wikipedia.org/wiki/Icing_(food)
2145		Beer Can Chicken	Beer Can Chicken	Indirect grilling	Indirect grilling is a barbecue cooking technique in which the food is placed to the side of the heat source instead of directly over the flame as is more common.	http://en.wikipedia.org/wiki/Indirect_grilling
2440		Injera	Injera	Injera	Injera (Amharic, Tigrinya: እንጀራ ənǧära [ɨndʒəra], sometimes transliterated enjera; Oromo: budenaa; Somali: canjeero) is a sourdough-risen flatbread with a unique, slightly spongy texture. 	http://en.wikipedia.org/wiki/Injera
1070		Instant Coffee	Instant Coffee	Instant coffee	Instant coffee, also called soluble coffee and coffee powder, is a beverage derived from brewed coffee beans. 	http://en.wikipedia.org/wiki/Instant_coffee
1072		Instant Potatoes	Instant Potatoes	Instant mashed potatoes	Instant mashed potatoes are potatoes that have been through an industrial process of cooking, mashing and dehydrating to yield a packaged convenience food that can be reconstituted by adding hot water or milk, producing a close approximation of mashed potatoes. 	http://en.wikipedia.org/wiki/Instant_mashed_potatoes
1071		Instant Noodle Soup	Instant Noodle Soup	Instant noodle	Instant noodle is a dried or precooked noodle block, usually sold with a packet of flavoring powder and/or seasoning oil. 	http://en.wikipedia.org/wiki/Instant_noodle
1073		Irish Cream Liqueur	Irish Cream Liqueur	Irish cream	Irish cream is a cream liqueur based on Irish whiskey, cream, and other ingredients such as coffee, which can be served on its own or used in mixed drinks or as part of a shot or a whole shot. 	http://en.wikipedia.org/wiki/Irish_cream
1074		Irish Whiskey	Irish Whiskey	Irish whiskey	"Irish whiskey (Irish: Fuisce or uisce beatha) is whiskey made in Ireland.
"	http://en.wikipedia.org/wiki/Irish_whiskey
345		Canned Jackfruit	Canned Jackfruit	Jackfruit	The jackfruit (alternately jack tree, jakfruit, or sometimes simply jack or jak; Artocarpus heterophyllus) is a species of tree in the Artocarpus genus of the mulberry family (Moraceae). 	http://en.wikipedia.org/wiki/Jackfruit
2444		Jackfruit	Jackfruit	Jackfruit	The jackfruit (alternately jack tree, jakfruit, or sometimes simply jack or jak; Artocarpus heterophyllus) is a species of tree in the Artocarpus genus of the mulberry family (Moraceae). 	http://en.wikipedia.org/wiki/Jackfruit
1082		Jaggery	Jaggery	Jaggery	Jaggery (also transliterated as jaggeree) is a traditional uncentrifuged sugar consumed in Asia and Africa.	http://en.wikipedia.org/wiki/Jaggery
1083		Jalapeño Peppers	Jalapeño Peppers	Jalapeño	The jalapeño (/ˌhæləˈpiːnjoʊ/ or /ˌhæləˈpeɪnjoʊ/, Spanish pronunciation: [xalaˈpeɲo] ( )) is a medium-sized chili pepper. 	http://en.wikipedia.org/wiki/Jalape%C3%B1o
1085		Jalapeño Peppers	Jalapeño Peppers	Jalapeño	The jalapeño (/ˌhæləˈpiːnjoʊ/ or /ˌhæləˈpeɪnjoʊ/, Spanish pronunciation: [xalaˈpeɲo] ( )) is a medium-sized chili pepper. 	http://en.wikipedia.org/wiki/Jalape%C3%B1o
1650	Jalapeño	Red Jalapeño	Red Jalapeño	Jalapeño	The jalapeño (/ˌhæləˈpiːnjoʊ/ or /ˌhæləˈpeɪnjoʊ/, Spanish pronunciation: [xalaˈpeɲo] ( )) is a medium-sized chili pepper. 	http://en.wikipedia.org/wiki/Jalape%C3%B1o
2649	Jalapeño	Red Jalapeño	Red Jalapeño	Jalapeño	The jalapeño (/ˌhæləˈpiːnjoʊ/ or /ˌhæləˈpeɪnjoʊ/, Spanish pronunciation: [xalaˈpeɲo] ( )) is a medium-sized chili pepper. 	http://en.wikipedia.org/wiki/Jalape%C3%B1o
